domain,text,aspect,category,polarity,type
food,i ' m confused though as to the benefits of it being organic .,none,['null'],['null'],objective
food,i have this on subscribe and save and an glad they offered this as we won ' t run out ! !,none,['food#prices'],['positive'],implicit
food,"the best description i can come up with is "" sawdust surrounded by wax .",none,['null'],['null'],objective
food,i love the peanut taste and the crispness .,none,['food#quality'],['positive'],implicit
food,good thing there was plenty of shell in these or i wouldn ' t have a house anymore .,['shell'],['food#style_options'],['positive'],explicit
food,"i was introduced to these chips by a friend . i couldnt find them local , so i got them here . they are the best chips super addicting . even my sister who gags at the taste of onions loves these chips . the delivery was speedy and it is well worth ordering a box . super tasty !","['chips', 'chips', 'null', 'delivery']","['food#general', 'food#general', 'amazon#availability', 'shipment#delivery']","['positive', 'positive', 'positive', 'positive']",mixed
food,my son drinks gallons of green tea .,none,['null'],['null'],objective
food,nuts arrived in good time .,none,['shipment#delivery'],['positive'],implicit
food,"its hard to describe the taste of one these hot out of the oven , and they ' re just as fabulous cold .",none,['food#quality'],['positive'],implicit
food,the light carbonation adds to the refreshment .,none,['food#general'],['positive'],implicit
food,"as other reviewers have said , this popcorn does not work in the air popper .",['popcorn'],['food#general'],['neutral'],explicit
food,shipping is fast .,['shipping'],['shipment#delivery'],['positive'],explicit
food,but thats why you are buying t after all . . .,none,['food#general'],['positive'],implicit
food,"but it ' s great both hot or cold , i really enjoy it everytime",none,"['food#general', 'food#general']","['positive', 'positive']",implicit
food,- how about the cups as well as the cans ?,none,['null'],['null'],objective
food,these are delicious !,none,['food#quality'],['positive'],implicit
food,"i agree with cavalier , having bought 2 - 3 orders in dec . 2009 , all of which were burnt .",none,['food#quality'],['negative'],implicit
food,thanks orgain .,none,['null'],['null'],objective
food,i would have the dogs chew them outside,none,['null'],['null'],objective
food,they didn ' t mass produce sweet baby rays until the mid 90 ' s so your product review is based on a completely different product or you clicked on the wrong link / product to review .,['sweet baby rays'],['food#general'],['neutral'],explicit
food,"i know , dried fruit has a "" high glycemic index .",none,['food#quality'],['positive'],implicit
food,these bars are so good .,none,['food#general'],['positive'],implicit
food,80 per cup .,none,['null'],['null'],objective
food,you don ' t have to use a lot so the container will last ! !,none,['food#style_options'],['positive'],implicit
food,yum .,none,['null'],['null'],objective
food,the cheddar flavor is the best .,none,['food#quality'],['positive'],implicit
food,much better than their tea bags .,['tea bags'],['food#general'],['positive'],explicit
food,"my grains revived in less time than the instructions suggested , in 2 - 3 days .",none,['food#general'],['negative'],implicit
food,absolutely perfect .,none,['food#general'],['positive'],implicit
food,"the lemon flavor is not overpowering and doesn ' t have a "" fake "" taste that other diet products seem to have .","['products', 'products']","['food#quality', 'food#quality']","['positive', 'positive']",explicit
food,i don ' t have to use as much as the conventional table salt and,none,['food#style_options'],['positive'],implicit
food,i wasn ' t able to find them .,none,['null'],['null'],objective
food,"nice flavor , and it mixed very well .",none,"['food#quality', 'food#quality']","['positive', 'positive']",implicit
food,this is fast and convenient .,none,['food#general'],['positive'],implicit
food,"throw a dozen eggs into a blender and compare them to this product , they taste the same and you don ' t need to deal with the shell !",none,['null'],['null'],objective
food,"a friend had this product , and after i tried it , was hooked .",['product'],['food#general'],['positive'],explicit
food,i have used it for cooking and for baked goods .,none,['null'],['null'],objective
food,"this replaced my former favorite , lurpak from denmark .",none,['null'],['null'],objective
food,"as truffle lovers , we took a truffle hunting trip with truffle hunters , the makers of this oil .",none,['null'],['null'],objective
food,the crispness of all of reed ' s,none,['food#quality'],['positive'],implicit
food,the italian roast is the best we have ever had .,['italian roast'],['food#general'],['positive'],explicit
food,this is the only food that she scarfs down like a real dog .,none,['food#general'],['positive'],implicit
food,buying them on amazon saved me a considerable amount of money as well !,['amazon'],['amazon#prices'],['positive'],explicit
food,i would highly recommend this tea who wants to enjoy the finest cup of tea .,['tea'],['food#recommendation'],['positive'],explicit
food,it makes the most amazing iced - tea in the summer .,none,['food#general'],['positive'],implicit
food,i really enjoy this coffee . the flavor is very good ! !,"['coffee', 'coffee']","['food#general', 'food#quality']","['positive', 'positive']",explicit
food,note in the picture that the blue raspberry bear is green !,none,['null'],['null'],objective
food,but my lab destroyed the rope and ate the plastic stopper very quickly .,none,['null'],['null'],objective
food,"this is my favorite coffee out of all coffees , other than german coffee .",['coffee'],['food#general'],['positive'],explicit
food,would recommend these bones to any large dog owner .,['bones'],['food#recommendation'],['positive'],explicit
food,"did someone buy this , decide they didn ' t like it and pawn it back off on someone else ?",none,['null'],['null'],objective
food,you probably could break these up and put them in milk and eat them for breakfast just like frosted flakes .,none,['food#general'],['positive'],implicit
food,"some people think that they are a little stinky , but the smell doesn ' t bother me , and the dogs love ' em .",none,['food#general'],['positive'],implicit
food,they taste great !,none,['food#quality'],['positive'],implicit
food,it is sweet so no sugar needs to be added and has a nice spice to it as well !,none,"['food#quality', 'food#quality']","['positive', 'positive']",implicit
