dataset,domain,sentence,aspect,category,type,source_dataset,language
acos,restaurants,we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,manager, service general,explicit,acos,English
acos,restaurants,"yes , the prices are high , but i felt it was worth it .",NULL, restaurant prices,implicit,acos,English
acos,restaurants,we all felt it was worth it .,NULL, restaurant general,implicit,acos,English
acos,restaurants,sometimes i get good food and ok service .,food, food quality,explicit,acos,English
acos,restaurants,"sometimes i get bad food and bad service , sometimes i get good good and bad service .",food, food quality,explicit,acos,English
acos,restaurants,it is not consistent .,NULL, restaurant general,implicit,acos,English
acos,restaurants,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,dishes, food style_options,explicit,acos,English
acos,restaurants,and where does patis go wrong ; no where .,patis, restaurant general,explicit,acos,English
acos,restaurants,"you are not eating haut cuisine with subtle hints of whatever but : cassuolet , steake fritte , tripe stew , etc ; simple stuff .",NULL, food style_options,implicit,acos,English
acos,restaurants,right off the l in brooklyn this is a nice cozy place with good pizza .,pizza, food quality,explicit,acos,English
acos,restaurants,mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,raddichio, food quality,explicit,acos,English
acos,restaurants,my friend got the mushroom pizza which tasted better .,mushroom pizza, food quality,explicit,acos,English
acos,restaurants,the sangria was pretty tasty and good on a hot muggy day .,sangria, drinks quality,explicit,acos,English
acos,restaurants,kind of a small place but i guess if they are not too busy might be able to fit a group or kids .,place, restaurant miscellaneous,explicit,acos,English
acos,restaurants,overall i would recommend it and go back again .,NULL, restaurant general,implicit,acos,English
acos,restaurants,i started out with a bombay beer which was big enough for two .,bombay beer, drinks style_options,explicit,acos,English
acos,restaurants,mmmmm . . . it was delicious .,NULL, food quality,implicit,acos,English
acos,restaurants,"service was slow , but the people were friendly .",service, service general,explicit,acos,English
acos,restaurants,it  s a nice place to relax and have conversation .,place, ambience general,explicit,acos,English
acos,restaurants,i ca n  t wait to go back .,NULL, restaurant general,implicit,acos,English
acos,restaurants,the food is authentic italian - delicious !,food, food quality,explicit,acos,English
acos,restaurants,"pizza is terrific , as is homemade pasta .",pizza, food quality,explicit,acos,English
acos,restaurants,"ambience is delightful , service impeccable .",ambience, ambience general,explicit,acos,English
acos,restaurants,service was also horrible and the ambience is not that great .,service, service general,explicit,acos,English
acos,restaurants,do not try unless you  re just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,NULL, restaurant miscellaneous,implicit,acos,English
acos,restaurants,i go and eat out at many different restaurants and this is one place you have go and try .,place, restaurant general,explicit,acos,English
acos,restaurants,this is my first time writing a review for a restaurant because the food and service was excellent .,food, food quality,explicit,acos,English
acos,restaurants,the filet mignon dish was superb !,filet mignon dish, food quality,explicit,acos,English
acos,restaurants,i would defiantly come back here again as one of my top choices .,NULL, restaurant general,implicit,acos,English
acos,restaurants,it  s a small cute restaurant .,restaurant, restaurant general,explicit,acos,English
acos,restaurants,i absolutely love this place ! ! !,place, restaurant general,explicit,acos,English
acos,restaurants,"i like the ambience , it  s very dark and original .",ambience, ambience general,explicit,acos,English
acos,restaurants,the sushi is amazing ! ! !,sushi, food quality,explicit,acos,English
acos,restaurants,and amazingly cheap .,NULL, food prices,implicit,acos,English
acos,restaurants,very affordable and excellent ambient !,ambient, ambience general,explicit,acos,English
acos,restaurants,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,beef and noodle soup dishes, food quality,explicit,acos,English
acos,restaurants,we were very disappointed .,NULL, food quality,implicit,acos,English
acos,restaurants,we wo n  t go to this place again for a good meal .,meal, food quality,explicit,acos,English
acos,restaurants,"however , i think this place is a good hang out spot .",place, ambience general,explicit,acos,English
acos,restaurants,my girlfriend and i stumbled onto this hopping place the other night and had a great time !,place, restaurant general,explicit,acos,English
acos,restaurants,"they tell me they are going to cover the garden in glass for the winter , so i  m looking forward to going there on a snowy night to enjoy it .",NULL, restaurant miscellaneous,implicit,acos,English
acos,restaurants,check this place out !,place, restaurant general,explicit,acos,English
acos,restaurants,highly recommended ! ! ! ! !,NULL, restaurant general,implicit,acos,English
acos,restaurants,"first of all , this place is * not * romantic , as claimed by citysearch  s editorial review .",place, ambience general,explicit,acos,English
acos,restaurants,"either that , or the editor  s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",NULL, ambience general,implicit,acos,English
acos,restaurants,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",tables, ambience general,explicit,acos,English
acos,restaurants,slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,wines, drinks quality,explicit,acos,English
